Date;Price;Open;High;Low;Change %
11/15/2022;3,991.70;4,006.40;4,028.80;3,953.20;0.87%
11/14/2022;3,957.20;3,978.00;4,009.00;3,956.40;-0.89%
11.11.2022;3,992.90;3,963.70;4,001.50;3,944.80;0.92%
11.10.2022;3,956.40;3,859.90;3,958.30;3,859.90;5.54%
11.09.2022;3,748.60;3,810.90;3,818.20;3,744.20;-2.08%
11.08.2022;3,828.10;3,817.00;3,859.40;3,786.30;0.56%
11.07.2022;3,806.80;3,780.70;3,813.90;3,764.70;0.96%
11.04.2022;3,770.60;3,767.00;3,796.30;3,708.80;1.36%
11.03.2022;3,719.90;3,733.20;3,750.60;3,698.20;-1.06%
11.02.2022;3,759.70;3,852.90;3,894.40;3,758.70;-2.50%
11.01.2022;3,856.10;3,901.80;3,911.80;3,843.80;-0.41%
10/31/2022;3,872.00;3,881.80;3,893.70;3,863.20;-0.75%
10/28/2022;3,901.10;3,808.30;3,905.40;3,808.30;2.46%
10/27/2022;3,807.30;3,834.70;3,859.90;3,803.80;-0.61%
10/26/2022;3,830.60;3,826.00;3,886.20;3,824.10;-0.74%
10/25/2022;3,859.10;3,799.40;3,862.80;3,799.40;1.63%
10/24/2022;3,797.30;3,762.00;3,810.70;3,741.70;1.19%
10/21/2022;3,752.80;3,657.10;3,757.90;3,647.40;2.37%
10/20/2022;3,665.80;3,689.10;3,736.00;3,656.40;-0.80%
10/19/2022;3,695.20;3,703.10;3,728.60;3,666.50;-0.67%
10/18/2022;3,720.00;3,746.30;3,762.80;3,686.50;1.14%
10/17/2022;3,677.90;3,638.70;3,689.70;3,638.70;2.65%
10/14/2022;3,583.10;3,690.40;3,712.00;3,579.70;-2.37%
10/13/2022;3,669.90;3,520.40;3,685.40;3,491.60;2.60%
10.12.2022;3,577.00;3,590.80;3,608.30;3,573.90;-0.33%
10.11.2022;3,588.80;3,595.90;3,640.70;3,568.40;-0.65%
10.10.2022;3,612.40;3,647.50;3,652.20;3,588.10;-0.75%
10.07.2022;3,639.70;3,706.70;3,706.70;3,620.70;-2.80%
10.06.2022;3,744.50;3,772.00;3,797.90;3,739.20;-1.03%
10.05.2022;3,783.30;3,753.20;3,806.90;3,722.70;-0.20%
10.04.2022;3,790.90;3,726.50;3,791.90;3,726.50;3.06%
10.03.2022;3,678.40;3,609.80;3,698.30;3,604.90;2.59%
09/30/2022;3,585.60;3,633.50;3,671.40;3,584.10;-1.51%
09/29/2022;3,640.50;3,687.00;3,687.00;3,610.40;-2.11%
09/28/2022;3,719.00;3,651.90;3,736.70;3,640.60;1.97%
09/27/2022;3,647.30;3,686.40;3,717.50;3,623.30;-0.21%
09/26/2022;3,655.00;3,682.70;3,715.70;3,644.80;-1.03%
09/23/2022;3,693.20;3,727.10;3,727.10;3,647.50;-1.72%
09/22/2022;3,758.00;3,782.40;3,790.90;3,749.40;-0.84%
09/21/2022;3,789.90;3,871.40;3,907.10;3,789.50;-1.71%
09/20/2022;3,855.90;3,875.20;3,876.00;3,827.50;-1.13%
09/19/2022;3,899.90;3,849.90;3,900.40;3,838.50;0.69%
09/16/2022;3,873.30;3,880.90;3,880.90;3,837.10;-0.72%
09/15/2022;3,901.30;3,932.40;3,959.10;3,888.30;-1.13%
09/14/2022;3,946.00;3,940.70;3,961.90;3,912.20;0.34%
09/13/2022;3,932.70;4,037.10;4,037.10;3,921.30;-4.32%
09.12.2022;4,110.40;4,083.70;4,119.30;4,083.70;1.06%
09.09.2022;4,067.40;4,022.90;4,076.80;4,022.90;1.53%
09.08.2022;4,006.20;3,959.90;4,010.50;3,944.80;0.66%
09.07.2022;3,979.90;3,909.40;3,987.90;3,906.00;1.83%
09.06.2022;3,908.20;3,930.90;3,942.60;3,886.80;-0.41%
09.02.2022;3,924.30;3,994.70;4,018.40;3,906.20;-1.07%
09.01.2022;3,966.80;3,936.70;3,970.20;3,903.70;0.30%
08/31/2022;3,955.00;4,000.70;4,015.40;3,954.50;-0.78%
08/30/2022;3,986.20;4,041.20;4,045.00;3,965.20;-1.10%
08/29/2022;4,030.60;4,034.60;4,063.00;4,017.40;-0.67%
08/26/2022;4,057.70;4,198.70;4,203.00;4,057.70;-3.37%
08/25/2022;4,199.10;4,153.30;4,200.50;4,147.60;1.41%
08/24/2022;4,140.80;4,126.60;4,156.60;4,120.00;0.29%
08/23/2022;4,128.70;4,133.10;4,159.80;4,124.00;-0.22%
08/22/2022;4,138.00;4,195.10;4,195.10;4,129.90;-2.14%
08/19/2022;4,228.50;4,266.30;4,266.30;4,218.70;-1.29%
08/18/2022;4,283.70;4,273.10;4,292.50;4,262.00;0.23%
08/17/2022;4,274.00;4,280.40;4,302.20;4,253.10;-0.72%
08/16/2022;4,305.20;4,290.50;4,325.30;4,277.80;0.19%
08/15/2022;4,297.10;4,269.40;4,301.80;4,256.90;0.40%
08.12.2022;4,280.10;4,225.00;4,280.50;4,219.80;1.73%
08.11.2022;4,207.30;4,227.40;4,257.90;4,201.40;-0.07%
08.10.2022;4,210.20;4,181.00;4,211.00;4,177.30;2.13%
08.09.2022;4,122.50;4,133.10;4,137.30;4,112.10;-0.43%
08.08.2022;4,140.10;4,155.90;4,186.60;4,129.00;-0.12%
08.05.2022;4,145.20;4,115.90;4,151.60;4,107.30;-0.16%
08.04.2022;4,151.90;4,154.90;4,161.30;4,135.40;-0.08%
08.03.2022;4,155.20;4,108.00;4,167.70;4,108.00;1.56%
08.02.2022;4,091.20;4,104.20;4,140.50;4,079.80;-0.67%
08.01.2022;4,118.60;4,112.40;4,144.90;4,096.00;-0.28%
07/29/2022;4,130.30;4,087.30;4,140.10;4,079.20;1.42%
07/28/2022;4,072.40;4,026.10;4,078.90;3,993.00;1.21%
07/27/2022;4,023.60;3,951.40;4,039.60;3,951.40;2.61%
07/26/2022;3,921.10;3,953.20;3,953.20;3,910.70;-1.15%
07/25/2022;3,966.80;3,965.70;3,975.30;3,943.50;0.13%
07/22/2022;3,961.60;3,998.40;4,012.40;3,938.90;-0.93%
07/21/2022;3,998.90;3,955.50;3,999.30;3,927.60;0.98%
07/20/2022;3,959.90;3,935.30;3,974.10;3,922.00;0.59%
07/19/2022;3,936.70;3,860.70;3,939.80;3,860.70;2.76%
07/18/2022;3,830.80;3,883.80;3,902.40;3,818.60;-0.84%
07/15/2022;3,863.20;3,818.00;3,863.60;3,817.20;1.92%
07/14/2022;3,790.40;3,764.00;3,796.40;3,721.60;-0.30%
07/13/2022;3,801.80;3,779.70;3,829.40;3,759.10;-0.45%
07.12.2022;3,818.80;3,851.90;3,873.40;3,802.40;-0.92%
07.11.2022;3,854.40;3,880.90;3,880.90;3,847.20;-1.15%
07.08.2022;3,899.40;3,888.30;3,918.50;3,869.30;-0.08%
07.07.2022;3,902.60;3,858.80;3,910.60;3,858.80;1.50%
07.06.2022;3,845.10;3,832.00;3,870.90;3,809.40;0.36%
07.05.2022;3,831.40;3,792.60;3,832.20;3,742.10;0.16%
07.01.2022;3,825.30;3,781.00;3,829.80;3,752.10;1.05%
06/30/2022;3,785.40;3,786.00;3,819.00;3,738.70;-0.87%
06/29/2022;3,818.80;3,825.10;3,836.50;3,799.00;-0.07%
06/28/2022;3,821.60;3,913.00;3,945.90;3,820.10;-2.01%
06/27/2022;3,900.10;3,920.80;3,927.70;3,889.70;-0.30%
06/24/2022;3,911.70;3,821.80;3,913.70;3,821.80;3.06%
06/23/2022;3,795.70;3,774.70;3,802.60;3,743.50;0.95%
06/22/2022;3,759.90;3,733.90;3,801.80;3,717.70;-0.13%
06/21/2022;3,764.80;3,715.30;3,779.70;3,715.30;2.45%
06/17/2022;3,674.80;3,665.90;3,707.70;3,636.90;0.22%
06/16/2022;3,666.80;3,728.20;3,728.20;3,639.80;-3.25%
06/15/2022;3,790.00;3,764.10;3,837.60;3,722.30;1.46%
06/14/2022;3,735.50;3,763.50;3,778.20;3,705.70;-0.38%
06/13/2022;3,749.60;3,838.20;3,838.20;3,734.30;-3.88%
06.10.2022;3,900.90;3,974.40;3,974.40;3,900.20;-2.91%
06.09.2022;4,017.80;4,101.60;4,119.10;4,017.20;-2.38%
06.08.2022;4,115.80;4,147.10;4,160.10;4,107.20;-1.08%
06.07.2022;4,160.70;4,096.50;4,164.90;4,080.20;0.95%
06.06.2022;4,121.40;4,134.70;4,168.80;4,109.20;0.31%
06.03.2022;4,108.50;4,137.60;4,142.70;4,098.70;-1.64%
06.02.2022;4,176.80;4,095.40;4,177.50;4,074.40;1.84%
06.01.2022;4,101.20;4,149.80;4,166.50;4,073.80;-0.75%
05/31/2022;4,132.10;4,151.10;4,168.30;4,104.90;-0.63%
05/27/2022;4,158.20;4,077.40;4,158.50;4,077.40;2.47%
05/26/2022;4,057.80;3,984.60;4,075.10;3,984.60;1.99%
05/25/2022;3,978.70;3,929.60;3,999.30;3,925.00;0.94%
05/24/2022;3,941.50;3,942.90;3,955.70;3,875.10;-0.81%
05/23/2022;3,973.80;3,919.40;3,981.90;3,909.00;1.86%
05/20/2022;3,901.40;3,927.80;3,943.40;3,810.30;0.02%
05/19/2022;3,900.80;3,899.00;3,946.00;3,876.60;-0.58%
05/18/2022;3,923.70;4,052.00;4,052.00;3,911.90;-4.04%
05/17/2022;4,088.80;4,052.00;4,090.70;4,033.90;2.02%
05/16/2022;4,008.00;4,013.00;4,046.50;3,984.00;-0.40%
05/13/2022;4,023.90;3,963.90;4,038.90;3,963.90;2.39%
05.12.2022;3,930.10;3,903.90;3,964.80;3,858.90;-0.13%
05.11.2022;3,935.20;3,990.10;4,049.10;3,928.80;-1.65%
05.10.2022;4,001.10;4,035.20;4,068.80;3,958.20;0.25%
05.09.2022;3,991.20;4,081.30;4,081.30;3,975.50;-3.20%
05.06.2022;4,123.30;4,128.20;4,157.70;4,067.90;-0.57%
05.05.2022;4,146.90;4,270.40;4,270.40;4,106.00;-3.56%
05.04.2022;4,300.20;4,181.20;4,307.70;4,148.90;2.99%
05.03.2022;4,175.50;4,159.80;4,200.10;4,147.10;0.48%
05.02.2022;4,155.40;4,130.60;4,169.80;4,062.50;0.57%
04/29/2022;4,131.90;4,253.80;4,269.70;4,124.30;-3.63%
04/28/2022;4,287.50;4,222.60;4,308.40;4,188.60;2.47%
04/27/2022;4,184.00;4,186.50;4,240.70;4,162.90;0.21%
04/26/2022;4,175.20;4,278.10;4,278.10;4,175.00;-2.81%
04/25/2022;4,296.10;4,255.30;4,299.00;4,200.80;0.57%
04/22/2022;4,271.80;4,385.80;4,385.80;4,267.60;-2.77%
04/21/2022;4,393.70;4,489.20;4,512.90;4,384.50;-1.47%
04/20/2022;4,459.40;4,472.30;4,488.30;4,448.80;-0.06%
04/19/2022;4,462.20;4,390.60;4,471.00;4,390.60;1.61%
04/18/2022;4,391.70;4,385.60;4,410.30;4,370.30;-0.02%
04/14/2022;4,392.60;4,449.10;4,460.50;4,390.80;-1.21%
04/13/2022;4,446.60;4,394.30;4,453.90;4,392.70;1.12%
04.12.2022;4,397.40;4,437.60;4,471.00;4,381.30;-0.34%
04.11.2022;4,412.50;4,462.60;4,464.40;4,408.40;-1.69%
04.08.2022;4,488.30;4,494.10;4,520.40;4,474.60;-0.26%
04.07.2022;4,500.20;4,474.60;4,521.20;4,450.30;0.43%
04.06.2022;4,481.10;4,494.20;4,503.90;4,450.00;-0.97%
04.05.2022;4,525.10;4,572.40;4,593.40;4,514.20;-1.25%
04.04.2022;4,582.60;4,548.00;4,583.50;4,539.20;0.81%
04.01.2022;4,545.90;4,540.30;4,548.70;4,507.60;0.34%
03/31/2022;4,530.40;4,599.00;4,603.10;4,530.40;-1.56%
03/30/2022;4,602.40;4,624.20;4,627.80;4,581.30;-0.63%
03/29/2022;4,631.60;4,602.90;4,637.30;4,589.70;1.23%
03/28/2022;4,575.50;4,541.10;4,575.60;4,517.70;0.71%
03/25/2022;4,543.10;4,522.90;4,546.00;4,501.10;0.51%
03/24/2022;4,520.20;4,470.00;4,520.60;4,465.20;1.44%
03/23/2022;4,456.20;4,493.10;4,501.10;4,455.80;-1.23%
03/22/2022;4,511.60;4,469.10;4,522.00;4,469.10;1.13%
03/21/2022;4,461.20;4,462.40;4,481.80;4,424.30;-0.04%
03/18/2022;4,463.10;4,407.30;4,465.40;4,390.60;1.17%
03/17/2022;4,411.70;4,345.10;4,412.70;4,335.60;1.23%
03/16/2022;4,357.90;4,288.10;4,358.90;4,252.00;2.24%
03/15/2022;4,262.40;4,188.80;4,271.10;4,187.90;2.14%
03/14/2022;4,173.10;4,202.80;4,247.60;4,161.70;-0.74%
03.11.2022;4,204.30;4,279.50;4,291.00;4,200.50;-1.30%
03.10.2022;4,259.50;4,252.60;4,268.30;4,209.80;-0.43%
03.09.2022;4,277.90;4,223.10;4,299.40;4,223.10;2.57%
03.08.2022;4,170.70;4,202.70;4,276.90;4,157.90;-0.72%
03.07.2022;4,201.10;4,327.00;4,327.00;4,199.90;-2.95%
03.04.2022;4,328.90;4,342.10;4,342.10;4,285.00;-0.79%
03.03.2022;4,363.50;4,401.30;4,416.80;4,345.60;-0.52%
03.02.2022;4,386.50;4,322.60;4,401.50;4,322.60;1.86%
03.01.2022;4,306.30;4,363.10;4,378.40;4,279.50;-1.55%
02/28/2022;4,373.90;4,354.20;4,388.80;4,315.10;-0.24%
02/25/2022;4,384.60;4,298.40;4,385.30;4,286.80;2.24%
02/24/2022;4,288.70;4,155.80;4,294.70;4,114.60;1.50%
02/23/2022;4,225.50;4,324.90;4,341.50;4,221.50;-1.84%
02/22/2022;4,304.80;4,332.70;4,362.10;4,267.10;-1.01%
02/18/2022;4,348.90;4,384.60;4,394.60;4,327.20;-0.72%
02/17/2022;4,380.30;4,456.10;4,456.10;4,373.80;-2.12%
02/16/2022;4,475.00;4,455.80;4,489.60;4,429.70;0.09%
02/15/2022;4,471.10;4,429.30;4,472.80;4,429.30;1.58%
02/14/2022;4,401.70;4,412.60;4,426.20;4,364.80;-0.38%
02.11.2022;4,418.60;4,506.30;4,526.30;4,401.40;-1.90%
02.10.2022;4,504.10;4,553.20;4,588.90;4,484.30;-1.81%
02.09.2022;4,587.20;4,547.00;4,590.00;4,547.00;1.45%
02.08.2022;4,521.50;4,480.00;4,531.30;4,465.40;0.84%
02.07.2022;4,483.90;4,505.80;4,521.90;4,471.50;-0.37%
02.04.2022;4,500.50;4,482.80;4,539.70;4,451.50;0.52%
02.03.2022;4,477.40;4,535.40;4,542.90;4,470.40;-2.44%
02.02.2022;4,589.40;4,566.40;4,595.30;4,544.30;0.94%
02.01.2022;4,546.50;4,519.60;4,550.50;4,483.50;0.68%
01/31/2022;4,515.60;4,431.80;4,516.90;4,414.00;1.89%
01/28/2022;4,431.90;4,336.20;4,432.70;4,292.50;2.44%
01/27/2022;4,326.50;4,380.60;4,428.70;4,309.50;-0.54%
01/26/2022;4,349.90;4,408.40;4,453.20;4,304.80;-0.15%
01/25/2022;4,356.40;4,366.60;4,411.00;4,287.10;-1.22%
01/24/2022;4,410.10;4,356.30;4,417.40;4,222.60;0.28%
01/21/2022;4,397.90;4,471.40;4,494.50;4,395.30;-1.89%
01/20/2022;4,482.70;4,547.40;4,602.10;4,477.90;-1.11%
01/19/2022;4,532.80;4,588.00;4,611.60;4,530.20;-0.97%
01/18/2022;4,577.10;4,632.20;4,632.20;4,568.70;-1.84%
01/14/2022;4,662.90;4,638.00;4,665.10;4,614.80;0.08%
01/13/2022;4,659.00;4,733.60;4,744.10;4,650.30;-1.43%
01.12.2022;4,726.40;4,728.60;4,748.80;4,706.70;0.28%
01.11.2022;4,713.10;4,669.10;4,714.10;4,638.30;0.92%
01.10.2022;4,670.30;4,655.30;4,673.00;4,582.20;-0.14%
01.07.2022;4,677.00;4,697.70;4,707.90;4,662.70;-0.41%
01.06.2022;4,696.10;4,693.40;4,725.00;4,671.30;-0.10%
01.05.2022;4,700.60;4,788.00;4,797.70;4,699.40;-1.94%
01.04.2022;4,793.50;4,804.50;4,818.60;4,774.30;-0.06%
01.03.2022;4,796.60;4,778.10;4,796.60;4,758.20;0.64%
12/31/2021;4,766.20;4,775.20;4,786.80;4,765.80;-0.26%
12/30/2021;4,778.70;4,794.20;4,808.90;4,775.30;-0.30%
12/29/2021;4,793.10;4,788.60;4,804.10;4,778.10;0.14%
12/28/2021;4,786.40;4,795.50;4,807.00;4,780.00;-0.10%
12/27/2021;4,791.20;4,734.00;4,791.50;4,734.00;1.38%
12/23/2021;4,725.80;4,704.00;4,740.70;4,704.00;0.62%
12/22/2021;4,696.60;4,650.40;4,697.70;4,645.50;1.02%
12/21/2021;4,649.20;4,595.00;4,651.10;4,583.20;1.78%
12/20/2021;4,568.00;4,587.90;4,587.90;4,531.10;-1.14%
12/17/2021;4,620.60;4,652.50;4,666.70;4,600.20;-1.03%
12/16/2021;4,668.70;4,719.10;4,732.00;4,651.90;-0.87%
12/15/2021;4,709.90;4,636.50;4,712.60;4,611.20;1.64%
12/14/2021;4,634.10;4,643.00;4,660.50;4,606.50;-0.75%
12/13/2021;4,669.00;4,710.30;4,710.30;4,667.60;-0.91%
12.10.2021;4,712.00;4,687.60;4,713.60;4,670.20;0.96%
12.09.2021;4,667.40;4,691.00;4,695.30;4,666.00;-0.72%
12.08.2021;4,701.20;4,690.90;4,705.10;4,674.50;0.31%
12.07.2021;4,686.80;4,632.00;4,694.00;4,632.00;2.07%
12.06.2021;4,591.70;4,548.40;4,612.60;4,540.50;1.17%
12.03.2021;4,538.40;4,589.50;4,608.00;4,495.10;-0.85%
12.02.2021;4,577.10;4,504.70;4,595.50;4,504.70;1.42%
12.01.2021;4,513.00;4,602.80;4,652.90;4,510.30;-1.18%
11/30/2021;4,567.00;4,640.20;4,646.00;4,560.00;-1.90%
11/29/2021;4,655.30;4,628.80;4,672.90;4,625.30;1.32%
11/26/2021;4,594.60;4,664.60;4,664.60;4,585.40;-2.27%
11/24/2021;4,701.50;4,675.80;4,702.90;4,659.90;0.23%
11/23/2021;4,690.70;4,678.50;4,699.40;4,652.70;0.17%
11/22/2021;4,682.90;4,712.00;4,743.80;4,682.20;-0.32%
11/19/2021;4,698.00;4,708.40;4,717.80;4,694.20;-0.14%
11/18/2021;4,704.50;4,700.70;4,708.80;4,672.80;0.34%
11/17/2021;4,688.70;4,701.50;4,701.50;4,684.40;-0.26%
11/16/2021;4,700.90;4,679.40;4,714.90;4,679.40;0.39%
11/15/2021;4,682.80;4,689.30;4,697.40;4,672.90;0.00%
11.12.2021;4,682.90;4,655.20;4,688.50;4,650.80;0.72%
11.11.2021;4,649.30;4,659.40;4,664.60;4,648.30;0.06%
11.10.2021;4,646.70;4,670.30;4,684.90;4,630.90;-0.82%
11.09.2021;4,685.20;4,707.20;4,708.50;4,670.90;-0.35%
11.08.2021;4,701.70;4,701.50;4,714.90;4,694.40;0.09%
11.05.2021;4,697.50;4,699.30;4,718.50;4,681.30;0.37%
11.04.2021;4,680.10;4,662.90;4,683.00;4,662.60;0.42%
11.03.2021;4,660.60;4,630.60;4,663.50;4,621.20;0.65%
11.02.2021;4,630.60;4,613.30;4,635.10;4,613.30;0.37%
11.01.2021;4,613.70;4,610.60;4,620.30;4,595.10;0.18%
10/29/2021;4,605.40;4,572.90;4,608.10;4,567.60;0.20%
10/28/2021;4,596.40;4,562.80;4,597.60;4,562.80;0.98%
10/27/2021;4,551.70;4,580.20;4,584.60;4,551.70;-0.50%
10/26/2021;4,574.80;4,578.70;4,598.50;4,569.20;0.18%
10/25/2021;4,566.50;4,553.70;4,572.60;4,537.40;0.48%
10/22/2021;4,544.90;4,546.10;4,559.70;4,524.00;-0.11%
10/21/2021;4,549.80;4,532.20;4,551.40;4,526.90;0.30%
10/20/2021;4,536.20;4,524.40;4,540.90;4,524.40;0.37%
10/19/2021;4,519.60;4,497.30;4,520.40;4,496.40;0.74%
10/18/2021;4,486.50;4,463.70;4,488.80;4,447.50;0.34%
10/15/2021;4,471.40;4,447.70;4,475.80;4,447.70;0.75%
10/14/2021;4,438.30;4,386.80;4,439.70;4,386.80;1.71%
10/13/2021;4,363.80;4,358.00;4,372.90;4,329.90;0.30%
10.12.2021;4,350.60;4,368.30;4,374.90;4,342.10;-0.24%
10.11.2021;4,361.20;4,385.40;4,415.90;4,360.60;-0.69%
10.08.2021;4,391.30;4,406.50;4,412.00;4,386.20;-0.19%
10.07.2021;4,399.80;4,383.70;4,430.00;4,383.70;0.83%
10.06.2021;4,363.60;4,319.60;4,365.60;4,290.50;0.41%
10.05.2021;4,345.70;4,309.90;4,369.20;4,309.90;1.05%
10.04.2021;4,300.50;4,348.80;4,355.50;4,278.90;-1.30%
10.01.2021;4,357.00;4,317.20;4,375.20;4,288.50;1.15%
09/30/2021;4,307.50;4,370.70;4,382.60;4,306.20;-1.19%
09/29/2021;4,359.50;4,362.40;4,385.60;4,355.10;0.16%
09/28/2021;4,352.60;4,419.50;4,419.50;4,346.30;-2.04%
09/27/2021;4,443.10;4,442.10;4,457.30;4,436.20;-0.28%
09/24/2021;4,455.50;4,438.00;4,463.10;4,430.30;0.15%
09/23/2021;4,449.00;4,406.80;4,465.40;4,406.80;1.21%
09/22/2021;4,395.60;4,367.40;4,416.80;4,367.40;0.95%
09/21/2021;4,354.20;4,374.40;4,394.90;4,348.00;-0.08%
09/20/2021;4,357.70;4,402.90;4,402.90;4,305.90;-1.70%
09/17/2021;4,433.00;4,469.70;4,471.50;4,427.80;-0.91%
09/16/2021;4,473.80;4,477.10;4,485.90;4,443.80;-0.15%
09/15/2021;4,480.70;4,447.50;4,486.90;4,438.40;0.85%
09/14/2021;4,443.10;4,479.30;4,485.70;4,435.50;-0.57%
09/13/2021;4,468.70;4,474.80;4,493.00;4,445.70;0.23%
09.10.2021;4,458.60;4,506.90;4,520.50;4,457.70;-0.77%
09.09.2021;4,493.30;4,513.00;4,529.90;4,492.10;-0.46%
09.08.2021;4,514.10;4,518.10;4,521.80;4,493.90;-0.13%
09.07.2021;4,520.00;4,535.40;4,535.40;4,513.00;-0.34%
09.03.2021;4,535.40;4,532.40;4,541.40;4,521.30;-0.03%
09.02.2021;4,536.90;4,534.50;4,545.90;4,524.70;0.28%
09.01.2021;4,524.10;4,528.80;4,537.10;4,522.00;0.03%
08/31/2021;4,522.70;4,529.80;4,531.40;4,515.80;-0.13%
08/30/2021;4,528.80;4,513.80;4,537.40;4,513.80;0.43%
08/27/2021;4,509.40;4,474.10;4,513.30;4,474.10;0.88%
08/26/2021;4,470.00;4,493.80;4,495.90;4,469.00;-0.58%
08/25/2021;4,496.20;4,490.40;4,501.70;4,485.70;0.22%
08/24/2021;4,486.20;4,484.40;4,492.80;4,482.30;0.15%
08/23/2021;4,479.50;4,450.30;4,489.90;4,450.30;0.85%
08/20/2021;4,441.70;4,410.60;4,444.40;4,406.80;0.81%
08/19/2021;4,405.80;4,382.40;4,418.60;4,367.70;0.12%
08/18/2021;4,400.30;4,440.90;4,454.30;4,397.60;-1.07%
08/17/2021;4,448.10;4,462.10;4,462.10;4,417.80;-0.71%
08/16/2021;4,479.70;4,461.60;4,480.30;4,437.70;0.26%
08/13/2021;4,468.00;4,464.80;4,468.40;4,460.80;0.16%
08.12.2021;4,460.80;4,446.10;4,461.80;4,436.00;0.29%
08.11.2021;4,447.70;4,442.20;4,449.40;4,436.40;0.25%
08.10.2021;4,436.80;4,435.80;4,445.20;4,430.00;0.10%
08.09.2021;4,432.40;4,437.80;4,439.40;4,424.70;-0.09%
08.06.2021;4,436.50;4,429.10;4,440.80;4,429.10;0.17%
08.05.2021;4,429.10;4,408.90;4,429.80;4,408.90;0.60%
08.04.2021;4,402.70;4,415.90;4,416.20;4,400.20;-0.46%
08.03.2021;4,423.10;4,392.70;4,423.80;4,373.00;0.82%
08.02.2021;4,387.20;4,406.90;4,422.20;4,384.80;-0.18%
07/30/2021;4,395.30;4,395.10;4,412.20;4,389.60;-0.54%
07/29/2021;4,419.10;4,403.60;4,430.00;4,403.60;0.42%
07/28/2021;4,400.60;4,402.90;4,415.50;4,387.00;-0.02%
07/27/2021;4,401.50;4,416.40;4,416.40;4,372.50;-0.47%
07/26/2021;4,422.30;4,409.60;4,422.70;4,405.40;0.24%
07/23/2021;4,411.80;4,381.20;4,415.20;4,381.20;1.01%
07/22/2021;4,367.50;4,361.30;4,369.90;4,350.10;0.20%
07/21/2021;4,358.70;4,331.10;4,359.70;4,331.10;0.82%
07/20/2021;4,323.10;4,265.10;4,336.80;4,262.10;1.52%
07/19/2021;4,258.50;4,296.40;4,296.40;4,233.10;-1.59%
07/16/2021;4,327.20;4,367.40;4,375.10;4,322.50;-0.75%
07/15/2021;4,360.00;4,369.00;4,369.00;4,340.70;-0.33%
07/14/2021;4,374.30;4,380.10;4,393.70;4,362.40;0.12%
07/13/2021;4,369.20;4,381.10;4,392.40;4,366.90;-0.35%
07.12.2021;4,384.60;4,372.40;4,386.70;4,364.00;0.34%
07.09.2021;4,369.60;4,329.40;4,371.60;4,329.40;1.13%
07.08.2021;4,320.80;4,321.10;4,330.90;4,289.40;-0.86%
07.07.2021;4,358.10;4,351.00;4,361.90;4,329.80;0.34%
07.06.2021;4,343.50;4,356.50;4,356.50;4,314.40;-0.20%
07.02.2021;4,352.30;4,326.60;4,355.40;4,326.60;0.75%
07.01.2021;4,319.90;4,300.70;4,320.70;4,300.70;0.52%
06/30/2021;4,297.50;4,290.60;4,302.40;4,288.00;0.13%
06/29/2021;4,291.80;4,293.20;4,300.50;4,287.00;0.03%
06/28/2021;4,290.60;4,284.90;4,292.10;4,274.70;0.23%
06/25/2021;4,280.70;4,274.40;4,286.10;4,271.20;0.33%
06/24/2021;4,266.50;4,257.00;4,271.30;4,257.00;0.58%
06/23/2021;4,241.80;4,249.30;4,256.60;4,241.40;-0.11%
06/22/2021;4,246.40;4,224.60;4,255.80;4,217.30;0.51%
06/21/2021;4,224.80;4,173.40;4,226.20;4,173.40;1.40%
06/18/2021;4,166.40;4,204.80;4,204.80;4,164.40;-1.31%
06/17/2021;4,221.90;4,220.40;4,232.30;4,196.10;-0.04%
06/16/2021;4,223.70;4,248.90;4,251.90;4,202.40;-0.54%
06/15/2021;4,246.60;4,255.30;4,257.20;4,238.40;-0.20%
06/14/2021;4,255.10;4,248.30;4,255.60;4,234.10;0.18%
06.11.2021;4,247.40;4,242.90;4,248.40;4,232.20;0.19%
06.10.2021;4,239.20;4,228.60;4,249.70;4,220.30;0.46%
06.09.2021;4,219.60;4,233.00;4,237.10;4,218.70;-0.18%
06.08.2021;4,227.30;4,233.80;4,236.70;4,208.40;0.02%
06.07.2021;4,226.50;4,229.30;4,232.30;4,215.70;-0.08%
06.04.2021;4,229.90;4,206.10;4,233.40;4,206.10;0.88%
06.03.2021;4,192.90;4,191.40;4,204.40;4,167.90;-0.36%
06.02.2021;4,208.10;4,206.80;4,217.40;4,198.30;0.15%
06.01.2021;4,202.00;4,216.50;4,234.10;4,197.60;-0.05%
05/28/2021;4,204.10;4,210.80;4,218.40;4,203.60;0.08%
05/27/2021;4,200.90;4,201.90;4,213.40;4,197.80;0.12%
05/26/2021;4,196.00;4,191.60;4,202.60;4,184.10;0.19%
05/25/2021;4,188.10;4,205.90;4,213.40;4,182.50;-0.21%
05/24/2021;4,197.10;4,170.20;4,209.50;4,170.20;0.99%
05/21/2021;4,155.90;4,168.60;4,188.70;4,151.70;-0.08%
05/20/2021;4,159.10;4,122.00;4,172.80;4,122.00;1.05%
05/19/2021;4,115.70;4,098.40;4,116.90;4,061.40;-0.29%
05/18/2021;4,127.80;4,165.90;4,169.10;4,126.00;-0.85%
05/17/2021;4,163.30;4,169.90;4,171.90;4,142.70;-0.25%
05/14/2021;4,173.90;4,129.60;4,183.10;4,129.60;1.49%
05/13/2021;4,112.50;4,075.00;4,131.60;4,075.00;1.22%
05.12.2021;4,063.00;4,130.60;4,134.70;4,056.90;-2.15%
